season,type,recipe_id,name,total_reviews,valid_reviews,median_reviews_type_season
Spring,boisson,10836,easy banana milkshake,6,4.0,7.0
Spring,boisson,304018,alpine latte,6,6.0,7.0
Spring,boisson,60510,mojito jello shots,6,6.0,7.0
Spring,boisson,195448,perfect purple punch,6,6.0,7.0
Spring,boisson,284630,banana blueberry smoothie,6,6.0,7.0
Spring,boisson,62521,raspberry banana mango smoothie,6,6.0,7.0
Spring,boisson,16990,yellow punch,6,5.0,7.0
Spring,boisson,224795,tropical paradise smoothie,6,6.0,7.0
Spring,boisson,370256,creamy mango lime smoothie,6,6.0,7.0
Spring,boisson,217847,banana shake   smoothie,6,6.0,7.0
Spring,boisson,188542,healthy banana milkshake,6,5.0,7.0
Spring,boisson,220846,blue and red berry smoothie,6,6.0,7.0
Spring,boisson,456874,pineapple orange drink   brazilian,6,6.0,7.0
Spring,boisson,456836,chai  african tea,6,5.0,7.0
Spring,boisson,65815,summertime slush,6,6.0,7.0
Spring,boisson,49318,fruity sangria with a kick,6,6.0,7.0
Spring,boisson,98194,italian herb salad dressing mix clone,6,6.0,7.0
Spring,boisson,29571,pink perfection juice,6,6.0,7.0
Spring,boisson,29871,banana nutmeg smoothie,6,6.0,7.0
Spring,boisson,182593,iced cinnamon coffee,6,6.0,7.0
Spring,boisson,345806,jack daniel s lynchburg lemonade,6,6.0,7.0
Spring,boisson,167962,blueberry pineapple smoothie,6,6.0,7.0
Spring,boisson,81803,anytime slushy punch,6,6.0,7.0
Spring,boisson,250673,pineapple mojito,6,5.0,7.0
Spring,boisson,455374,kona spiced coffee,6,6.0,7.0
Spring,boisson,83433,fast fast fast soda bread,6,6.0,7.0
Spring,boisson,365405,pineapple  banana and coconut smoothie,6,6.0,7.0
Spring,boisson,225953,agua de valencia   knock your socks off spanish cava punch,6,5.0,7.0
Spring,boisson,455974,east african cardamom tea,6,6.0,7.0
Spring,boisson,20970,peach lemonade,6,5.0,7.0
Spring,boisson,148790,carolina strawberry lemonade,6,6.0,7.0
Spring,boisson,134147,orange sherbet smoothie,6,6.0,7.0
Summer,boisson,66947,refreshing mojito  by the pitcher mojitos,56,52.0,8.0
Summer,boisson,207929,best fruit smoothie ever,25,25.0,8.0
Summer,boisson,35932,most refreshing lemonade you will ever taste    quick   easy,25,25.0,8.0
Summer,boisson,309187,raspberry iced tea,21,21.0,8.0
Summer,boisson,46798,the best strawberry smoothie ever,19,18.0,8.0
Summer,boisson,304652,malibu   cranberry cocktail,17,17.0,8.0
Summer,boisson,503642,greek iced coffee,17,17.0,8.0
Summer,boisson,289061,awesome orange  coconut and banana smoothie,16,16.0,8.0
Summer,boisson,162425,blueberry blast breakfast smoothie,15,14.0,8.0
Summer,boisson,96003,mango shake,15,15.0,8.0
Summer,boisson,166675,guava mojito,14,14.0,8.0
Summer,boisson,59148,ya ya punch,14,13.0,8.0
Summer,boisson,210258,peach smoothie  diabetic,13,13.0,8.0
Summer,boisson,122568,quick n easy strawberry and banana smoothie,13,13.0,8.0
Summer,boisson,79378,slushy lemonade,13,13.0,8.0
Summer,boisson,163220,kittencal s really great old fashioned lemonade,13,13.0,8.0
Summer,boisson,20616,irish rosie s irish soda bread,13,13.0,8.0
Summer,boisson,6916,low calorie lemonade,13,13.0,8.0
Summer,boisson,187812,delightful cranberry lemonade,12,12.0,8.0
Summer,boisson,170262,strawberry  adult drink,12,12.0,8.0
Summer,boisson,10836,easy banana milkshake,11,10.0,8.0
Summer,boisson,277085,michaels hard lemonade,11,11.0,8.0
Summer,boisson,309526,island girl drink,10,10.0,8.0
Summer,boisson,178833,iced tea with grenadine,10,10.0,8.0
Summer,boisson,356040,spinach banana smoothie,10,10.0,8.0
Summer,boisson,65347,mocha latte smoothie,10,10.0,8.0
Summer,boisson,167763,the palomino martini,10,10.0,8.0
Summer,boisson,172982,luscious banana berry smoothie,10,10.0,8.0
Summer,boisson,18296,pumpkin shake,10,10.0,8.0
Summer,boisson,101141,sierra frozen fruit smoothie,10,10.0,8.0
Summer,boisson,173131,lemouroudji  lemonade,9,9.0,8.0
Summer,boisson,45268,shake a pie crust,9,9.0,8.0
Summer,boisson,388501,strawberry and orange smoothie,9,9.0,8.0
Summer,boisson,92125,summer sangria   classic sangria,9,9.0,8.0
Summer,boisson,485835,chocolate bailey martini by bistro bond babes,9,9.0,8.0
Summer,boisson,502696,moroccan coffee with six fragrant spices,9,9.0,8.0
Summer,boisson,60506,basic mojito ingredients,9,9.0,8.0
Summer,boisson,15813,long island iced tea  applebee s tgi friday s style,9,6.0,8.0
Summer,boisson,88364,lemon drop martini,9,9.0,8.0
Summer,boisson,160379,traditional irish soda bread,9,9.0,8.0
Summer,boisson,306822,iced rooibos and mango tea,9,9.0,8.0
Summer,boisson,166279,champagne mojito,8,8.0,8.0
Summer,boisson,217847,banana shake   smoothie,8,8.0,8.0
Summer,boisson,457805,pineapple water,8,8.0,8.0
Summer,boisson,219707,mint limeade,8,8.0,8.0
Summer,boisson,61645,iced tea,8,8.0,8.0
Summer,boisson,153752,sparkling limeade  non alcoholic,8,8.0,8.0
Summer,boisson,230152,irish coconut shake,8,8.0,8.0
Summer,boisson,236863,mango tango iced green tea,8,8.0,8.0
Summer,boisson,29871,banana nutmeg smoothie,8,8.0,8.0
Summer,boisson,32098,hawaiian lemonade,8,8.0,8.0
Summer,boisson,290090,opposite of a smoothie   breakfast crunchy,8,8.0,8.0
Summer,boisson,68032,strawberry orange banana smoothie,7,7.0,8.0
Summer,boisson,307684,caipirosca  brazilian lime cocktail,7,7.0,8.0
Summer,boisson,188542,healthy banana milkshake,7,7.0,8.0
Summer,boisson,284630,banana blueberry smoothie,7,6.0,8.0
Summer,boisson,283273,blueberry and green tea smoothie,7,7.0,8.0
Summer,boisson,279997,baileys mint chocolate martini,7,7.0,8.0
Summer,boisson,269483,mojito,7,5.0,8.0
Summer,boisson,65931,key lime pie martini,7,7.0,8.0
Summer,boisson,388516,buttermilk shake,7,7.0,8.0
Summer,boisson,374627,lavender coffee for 1,7,7.0,8.0
Summer,boisson,375930,super healthy strawberry   blueberry smoothie,7,7.0,8.0
Summer,boisson,227468,solar powered  sun brewed iced tea,7,7.0,8.0
Summer,boisson,61038,white wine peach sangria,7,7.0,8.0
Summer,boisson,179367,pomegranate mojito,7,7.0,8.0
Summer,boisson,455974,east african cardamom tea,7,7.0,8.0
Summer,boisson,485911,a honey of a peaches  n cream smoothie,7,7.0,8.0
Summer,boisson,123012,boston iced tea,7,7.0,8.0
Summer,boisson,455374,kona spiced coffee,7,7.0,8.0
Summer,boisson,432710,coconut mango smoothie,7,7.0,8.0
Summer,boisson,503235,thai iced coffee   12 hour brew technique,7,7.0,8.0
Summer,boisson,86340,lemon shake up,7,6.0,8.0
Summer,boisson,20970,peach lemonade,7,7.0,8.0
Summer,boisson,96989,san francisco marriott s pink punch,7,7.0,8.0
Summer,boisson,146538,magic bullet smoothie,7,7.0,8.0
Summer,boisson,148790,carolina strawberry lemonade,7,7.0,8.0
Summer,boisson,100770,rice krispies chocolate dream bars,7,7.0,8.0
Summer,boisson,83425,chocolate peanut butter smoothie,7,6.0,8.0
Summer,boisson,250276,caravella iced tea,6,6.0,8.0
Summer,boisson,505443,moroccan grape juice,6,6.0,8.0
Summer,boisson,253966,tsr version of olive garden limoncello lemonade by todd wilbur,6,5.0,8.0
Summer,boisson,250163,south african smoothie,6,6.0,8.0
Summer,boisson,376850,kittencal s creamy vanilla milkshake,6,6.0,8.0
Summer,boisson,128934,creamy coffee ice cream brandy smoothie dessert,6,6.0,8.0
Summer,boisson,94541,fresh mint and ginger lemonade,6,6.0,8.0
Summer,boisson,501807,lemongrass and ginger iced tea laos,6,6.0,8.0
Summer,boisson,121281,paradise mango lemonade,6,6.0,8.0
Summer,boisson,503815,orange yogurt smoothie   moroccan,6,5.0,8.0
Summer,boisson,347150,old fashioned pink lemonade,6,6.0,8.0
Summer,boisson,2941,raspberry sherbet punch,6,5.0,8.0
Summer,boisson,310414,saucy smoothie,6,6.0,8.0
Summer,boisson,310997,blu ban o smoothie,6,6.0,8.0
Summer,boisson,314364,pineapple lemonade,6,6.0,8.0
Summer,boisson,35293,horlicks banana smoothie,6,6.0,8.0
Summer,boisson,242001,low cal iced coffee with milk  cafe au lait,6,5.0,8.0
Summer,boisson,173581,pineapple mint iced tea,6,6.0,8.0
Summer,boisson,72741,perfect iced tea,6,6.0,8.0
Summer,boisson,65815,summertime slush,6,6.0,8.0
Summer,boisson,188933,fig banana smoothie,6,6.0,8.0
Fall,boisson,20616,irish rosie s irish soda bread,23,22.0,5.0
Fall,boisson,18296,pumpkin shake,19,19.0,5.0
Fall,boisson,46798,the best strawberry smoothie ever,16,15.0,5.0
Fall,boisson,261718,witch s bubbly brewed punch   halloween,14,11.0,5.0
Fall,boisson,45268,shake a pie crust,14,13.0,5.0
Fall,boisson,59148,ya ya punch,14,14.0,5.0
Fall,boisson,15340,traditional eggnog,14,10.0,5.0
Fall,boisson,100770,rice krispies chocolate dream bars,12,12.0,5.0
Fall,boisson,88364,lemon drop martini,10,8.0,5.0
Fall,boisson,19817,7 up cranberry punch,10,10.0,5.0
Fall,boisson,86863,so simple punch,10,10.0,5.0
Fall,boisson,192148,icy pumpkin smoothie,10,10.0,5.0
Fall,boisson,146320,oprah s pomegranate martini,10,10.0,5.0
Fall,boisson,122568,quick n easy strawberry and banana smoothie,10,10.0,5.0
Fall,boisson,139459,cinnamon   ouzo iced tea,9,9.0,5.0
Fall,boisson,66947,refreshing mojito  by the pitcher mojitos,9,8.0,5.0
Fall,boisson,270550,starbucks pumpkin spice latte  copycat,9,8.0,5.0
Fall,boisson,96989,san francisco marriott s pink punch,9,9.0,5.0
Fall,boisson,41039,easy concord grape juice,9,8.0,5.0
Fall,boisson,65347,mocha latte smoothie,9,9.0,5.0
Fall,boisson,146741,hot lemonade with rum,8,7.0,5.0
Fall,boisson,146538,magic bullet smoothie,8,7.0,5.0
Fall,boisson,10836,easy banana milkshake,8,7.0,5.0
Fall,boisson,260905,coconut snowball martini,7,7.0,5.0
Fall,boisson,83425,chocolate peanut butter smoothie,7,7.0,5.0
Fall,boisson,217847,banana shake   smoothie,7,7.0,5.0
Fall,boisson,249188,coco amaretto juice,7,7.0,5.0
Fall,boisson,255175,fuzzy orange smoothie,7,7.0,5.0
Fall,boisson,227110,very berry blueberry smoothie,7,7.0,5.0
Fall,boisson,12652,easy punch,7,6.0,5.0
Fall,boisson,2941,raspberry sherbet punch,7,7.0,5.0
Fall,boisson,142877,black halloween punch,7,7.0,5.0
Fall,boisson,601,elly may s wedding punch,7,7.0,5.0
Fall,boisson,15813,long island iced tea  applebee s tgi friday s style,6,5.0,5.0
Fall,boisson,178721,eggnog punch,6,6.0,5.0
Fall,boisson,247006,velvet martini,6,6.0,5.0
Fall,boisson,167817,homemade cranberry juice,6,6.0,5.0
Fall,boisson,324619,ginger pineapple spritzer,6,6.0,5.0
Fall,boisson,100071,awesome sparkling crystal clear windows cleaner,6,6.0,5.0
Fall,boisson,391956,peachtree martini,6,6.0,5.0
Fall,boisson,264808,almond chocolate coffee,6,5.0,5.0
Fall,boisson,265892,bubbletart  non alcoholic,6,6.0,5.0
Fall,boisson,327232,pinky lady lemonade cocktail,6,6.0,5.0
Fall,boisson,488567,seize the day cafe au lait,6,6.0,5.0
Fall,boisson,253343,country cappuccino mix   gift in a jar,5,4.0,5.0
Fall,boisson,253455,coconut pie cocktail,5,5.0,5.0
Fall,boisson,29871,banana nutmeg smoothie,5,5.0,5.0
Fall,boisson,81546,green swamp punch with frightful frozen hand,5,5.0,5.0
Fall,boisson,259160,carey neff s espresso cake,5,5.0,5.0
Fall,boisson,30773,berry pink smoothie,5,5.0,5.0
Fall,boisson,254131,peaches   cream smoothie,5,5.0,5.0
Fall,boisson,388915,thai coffee,5,5.0,5.0
Fall,boisson,220846,blue and red berry smoothie,5,5.0,5.0
Fall,boisson,400755,anyday holiday coffee,5,5.0,5.0
Fall,boisson,259689,banana and oat smoothie,5,5.0,5.0
Fall,boisson,214514,bailey s martini,5,5.0,5.0
Fall,boisson,134652,peachy peach smoothie,5,5.0,5.0
Fall,boisson,224223,cranberry burst,5,5.0,5.0
Fall,boisson,139955,berry   banana smoothie,5,5.0,5.0
Fall,boisson,225435,strawberry lemonade smoothie,5,5.0,5.0
Fall,boisson,196786,splenda pink lemonade,5,5.0,5.0
Fall,boisson,199448,ww vegetarian chili,5,5.0,5.0
Fall,boisson,185232,berry banana smoothie,5,5.0,5.0
Fall,boisson,186676,dragon s blood punch and hand ice mold,5,5.0,5.0
Fall,boisson,164739,pink lemonade margarita,5,5.0,5.0
Fall,boisson,14405,emeril lagasse s red rooster punch,5,5.0,5.0
Fall,boisson,8730,dirty martini,5,5.0,5.0
Fall,boisson,37819,mulled apple cider,5,5.0,5.0
Fall,boisson,65931,key lime pie martini,5,5.0,5.0
Fall,boisson,384471,bluenana smoothie,5,5.0,5.0
Fall,boisson,260479,super pumpkin pie smoothie,5,5.0,5.0
Fall,boisson,29215,banana orange smoothie,5,5.0,5.0
Fall,boisson,73214,vodka punch,5,5.0,5.0
Fall,boisson,272557,hot spiced apple cider in a crock pot,5,4.0,5.0
Fall,boisson,83433,fast fast fast soda bread,5,4.0,5.0
Fall,boisson,73933,floating hands halloween punch,5,2.0,5.0
Fall,boisson,33051,straightforward lemon iced tea,4,4.0,5.0
Fall,boisson,104874,eggnog smoothie,4,3.0,5.0
Fall,boisson,256695,iced pumpkin latte,4,4.0,5.0
Fall,boisson,249052,vanilla coke  alcoholic,4,4.0,5.0
Fall,boisson,195448,perfect purple punch,4,4.0,5.0
Fall,boisson,196299,unknownchef86 s poor man s eggnog latte,4,4.0,5.0
Fall,boisson,193458,winter wassail,4,4.0,5.0
Fall,boisson,144990,cranberry  orange cream cheese smoothie,4,4.0,5.0
Fall,boisson,402331,coffee with mint,4,4.0,5.0
Fall,boisson,215395,autumn holiday coffee,4,4.0,5.0
Fall,boisson,2940,lemon sherbet punch,4,4.0,5.0
Fall,boisson,188331,ghostly green brew,4,4.0,5.0
Fall,boisson,141382,limoonada,4,4.0,5.0
Fall,boisson,124503,quick mulled wine,4,4.0,5.0
Fall,boisson,250673,pineapple mojito,4,4.0,5.0
Fall,boisson,250822,pink mojito,4,4.0,5.0
Fall,boisson,249323,butterballs  cocktail drink,4,4.0,5.0
Fall,boisson,398617,vampire kiss martini,4,4.0,5.0
Fall,boisson,237623,zack s sweet sweet chocolate smoothie,4,4.0,5.0
Fall,boisson,232298,the blizzard  connecticut,4,4.0,5.0
Fall,boisson,101117,giligans island cocktail,4,4.0,5.0
Fall,boisson,105942,festive hot cider,4,3.0,5.0
Fall,boisson,261355,i m hooked cocktail,4,4.0,5.0
Fall,boisson,261446,hot orange juice sipper,4,4.0,5.0
Winter,boisson,20616,irish rosie s irish soda bread,187,180.0,7.0
Winter,boisson,160379,traditional irish soda bread,28,27.0,7.0
Winter,boisson,46798,the best strawberry smoothie ever,20,17.0,7.0
Winter,boisson,103643,real irish soda bread,18,16.0,7.0
Winter,boisson,19817,7 up cranberry punch,16,16.0,7.0
Winter,boisson,146320,oprah s pomegranate martini,14,14.0,7.0
Winter,boisson,356040,spinach banana smoothie,14,13.0,7.0
Winter,boisson,88364,lemon drop martini,13,12.0,7.0
Winter,boisson,35932,most refreshing lemonade you will ever taste    quick   easy,12,12.0,7.0
Winter,boisson,122568,quick n easy strawberry and banana smoothie,12,11.0,7.0
Winter,boisson,29871,banana nutmeg smoothie,11,10.0,7.0
Winter,boisson,147441,amaretto coffee,11,11.0,7.0
Winter,boisson,59148,ya ya punch,11,11.0,7.0
Winter,boisson,219828,godiva chocolate martini,11,10.0,7.0
Winter,boisson,145402,orange julius smoothie,11,11.0,7.0
Winter,boisson,213777,authentic irish soda bread  bread machine,11,9.0,7.0
Winter,boisson,146538,magic bullet smoothie,10,10.0,7.0
Winter,boisson,86863,so simple punch,10,9.0,7.0
Winter,boisson,72091,ceta s irish soda bread,10,10.0,7.0
Winter,boisson,284630,banana blueberry smoothie,10,10.0,7.0
Winter,boisson,350534,strawberry banana sunrise smoothie,10,10.0,7.0
Winter,boisson,330808,bacon and cheese cocktail swirls,10,8.0,7.0
Winter,boisson,209058,apricot citrus drink,9,9.0,7.0
Winter,boisson,162425,blueberry blast breakfast smoothie,9,9.0,7.0
Winter,boisson,68032,strawberry orange banana smoothie,9,8.0,7.0
Winter,boisson,270622,tsr version of starbucks gingerbread latte by todd wilbur,9,9.0,7.0
Winter,boisson,83425,chocolate peanut butter smoothie,9,9.0,7.0
Winter,boisson,45268,shake a pie crust,9,9.0,7.0
Winter,boisson,259160,carey neff s espresso cake,9,8.0,7.0
Winter,boisson,66947,refreshing mojito  by the pitcher mojitos,9,9.0,7.0
Winter,boisson,304029,traditional bahraini cardamom coffee,9,9.0,7.0
Winter,boisson,258352,ww 1 point ww cake   diet soda,9,9.0,7.0
Winter,boisson,192148,icy pumpkin smoothie,9,9.0,7.0
Winter,boisson,286680,cappuccino recipe without an expensive machine,8,7.0,7.0
Winter,boisson,100770,rice krispies chocolate dream bars,8,7.0,7.0
Winter,boisson,224795,tropical paradise smoothie,8,8.0,7.0
Winter,boisson,271205,peppermint patty coffee  non alcoholic,8,8.0,7.0
Winter,boisson,96989,san francisco marriott s pink punch,8,8.0,7.0
Winter,boisson,146656,cranberry orange tea,8,8.0,7.0
Winter,boisson,161404,caribbean smoothie,8,8.0,7.0
Winter,boisson,25401,peanut butter banana breakfast smoothie,8,7.0,7.0
Winter,boisson,15340,traditional eggnog,8,7.0,7.0
Winter,boisson,43149,irish soda bread with raisins and caraway,8,7.0,7.0
Winter,boisson,56179,french martini,8,8.0,7.0
Winter,boisson,203060,tutti fruity smoothie,7,7.0,7.0
Winter,boisson,413671,cheesecake smoothie,7,7.0,7.0
Winter,boisson,338319,cranberry orange smoothie  raw food,7,7.0,7.0
Winter,boisson,282960,strawberry orange julius smoothie,7,7.0,7.0
Winter,boisson,79378,slushy lemonade,7,6.0,7.0
Winter,boisson,261888,nilla wafer martini,7,7.0,7.0
Winter,boisson,33051,straightforward lemon iced tea,7,7.0,7.0
Winter,boisson,208419,barefoot contessa s orange banana smoothie,7,7.0,7.0
Winter,boisson,18273,super easy cocktail sauce,7,7.0,7.0
Winter,boisson,2941,raspberry sherbet punch,7,7.0,7.0
Winter,boisson,37493,the elvis smoothie,7,7.0,7.0
Winter,boisson,601,elly may s wedding punch,6,6.0,7.0
Winter,boisson,155159,lemonade with a twist,6,6.0,7.0
Winter,boisson,18296,pumpkin shake,6,6.0,7.0
Winter,boisson,160060,lucky leprechaun lime drink,6,6.0,7.0
Winter,boisson,214514,bailey s martini,6,6.0,7.0
Winter,boisson,198884,buck s fizz   champagne and orange cocktail,6,6.0,7.0
Winter,boisson,249052,vanilla coke  alcoholic,6,6.0,7.0
Winter,boisson,167962,blueberry pineapple smoothie,6,6.0,7.0
Winter,boisson,179821,brown irish soda bread,6,6.0,7.0
Winter,boisson,65347,mocha latte smoothie,6,5.0,7.0
Winter,boisson,356089,love martini  melting pot,6,4.0,7.0
Winter,boisson,95987,trudy s mexican martini,6,4.0,7.0
Winter,boisson,283273,blueberry and green tea smoothie,6,6.0,7.0
Winter,boisson,79189,poinsettia  cocktail,6,6.0,7.0
Winter,boisson,147812,mango ginger smoothie,6,5.0,7.0
Winter,boisson,146659,autumn cider,6,6.0,7.0
Winter,boisson,271019,banana nut martini,6,5.0,7.0
Winter,boisson,6916,low calorie lemonade,6,6.0,7.0
Winter,boisson,277520,thyme for french healing tea,6,6.0,7.0
Winter,boisson,54256,cucumber cocktail sandwiches,5,5.0,7.0
Winter,boisson,12652,easy punch,5,5.0,7.0
Winter,boisson,14405,emeril lagasse s red rooster punch,5,5.0,7.0
Winter,boisson,205932,orange banana sunrise smoothie,5,5.0,7.0
Winter,boisson,204913,midori green apple martini,5,5.0,7.0
Winter,boisson,14526,the party punch,5,4.0,7.0
Winter,boisson,210661,blood orange lemonade,5,5.0,7.0
Winter,boisson,209059,orange lemon grapefruit honey punch,5,5.0,7.0
Winter,boisson,207929,best fruit smoothie ever,5,5.0,7.0
Winter,boisson,205977,strawberry banana pineapple smoothie,5,5.0,7.0
Winter,boisson,205933,applenannaberry smoothie,5,5.0,7.0
Winter,boisson,167817,homemade cranberry juice,5,5.0,7.0
Winter,boisson,83424,peanut butter banana smoothie,5,5.0,7.0
Winter,boisson,278472,green tea berry smoothie,5,5.0,7.0
Winter,boisson,91577,tony roma s chocolate martini,5,5.0,7.0
Winter,boisson,327985,orananna goodness smoothie  raw food,5,5.0,7.0
Winter,boisson,48713,gluehwein  german hot wine punch,5,5.0,7.0
Winter,boisson,44087,cosmopolitan champagne cocktail,5,5.0,7.0
Winter,boisson,481964,bedouin tea,5,4.0,7.0
Winter,boisson,266945,warm christmas punch,5,5.0,7.0
Winter,boisson,113596,traditional irish brown soda bread,5,5.0,7.0
Winter,boisson,101141,sierra frozen fruit smoothie,5,5.0,7.0
Winter,boisson,108931,creamy blueberry smoothie,5,5.0,7.0
Winter,boisson,100872,cocoa banana smoothie  fat free,5,5.0,7.0
Winter,boisson,348155,alli s rum punch,5,5.0,7.0
Winter,boisson,279078,liquid lamington cocktail,5,5.0,7.0
